id,fy,state_name,district_name,total_dbt_transfer,no_of_dbt_transactions,start_year,end_year,transfer_per_transaction
1155,2020-2021,West Bengal,Maldah,17309825761,8273907,2020,2021,2092.098178164197
1156,2020-2021,West Bengal,Medinipur East,18827086339,5473348,2020,2021,3439.7751319667595
1157,2020-2021,West Bengal,Medinipur West,18668426579,9189436,2020,2021,2031.5095049358852
1158,2020-2021,West Bengal,Murshidabad,25532644988,15398355,2020,2021,1658.1410798750906
1159,2020-2021,West Bengal,Nadia,13319500086,10394137,2020,2021,1281.443575931316
1160,2020-2021,West Bengal,Purulia,10546846555,4825737,2020,2021,2185.5411007686494
1161,2020-2021,West Bengal,Alipurduar,1658841513,2301268,2020,2021,720.8380392896438
1162,2020-2021,West Bengal,Kalimpong,124851289,372136,2020,2021,335.4990890427156
1163,2020-2021,West Bengal,Jhargram,2827604677,1138956,2020,2021,2482.6285449130605
1164,2020-2021,West Bengal,Paschim Bardhaman,2271933650,4599003,2020,2021,494.0056899288824
1165,2020-2021,Jharkhand,Bokaro,5546877604,6166515,2020,2021,899.515788739669
1166,2020-2021,Jharkhand,Chatra,5184725388,3770367,2020,2021,1375.1248586676045
1167,2020-2021,Jharkhand,Deoghar,7165427136,5485660,2020,2021,1306.2105810422083
1168,2020-2021,Jharkhand,Dhanbad,5908369935,7357331,2020,2021,803.0588721643759
1169,2020-2021,Jharkhand,Dumka,6941065199,4969738,2020,2021,1396.6662224447246
1170,2020-2021,Jharkhand,East Singhbum,6428626368,9419891,2020,2021,682.4523094800142
1171,2020-2021,Jharkhand,Garhwa,8240455365,5245690,2020,2021,1570.9001799572602
1172,2020-2021,Jharkhand,Giridih,9768449274,8454562,2020,2021,1155.405717528596
1173,2020-2021,Jharkhand,Godda,5761676956,4475026,2020,2021,1287.5180962077093
1174,2020-2021,Jharkhand,Gumla,4484997154,2989665,2020,2021,1500.167127086145
1175,2020-2021,Jharkhand,Hazaribagh,6341460872,6122120,2020,2021,1035.8276008964215
1176,2020-2021,Jharkhand,Jamtara,3824103266,3293272,2020,2021,1161.186584648945
1177,2020-2021,Jharkhand,Koderma,2498338787,2355654,2020,2021,1060.5711989112153
1178,2020-2021,Jharkhand,Latehar,3757933892,3365344,2020,2021,1116.6566900738826
1179,2020-2021,Jharkhand,Lohardaga,2267215577,1746238,2020,2021,1298.3428244030883
1180,2020-2021,Jharkhand,Pakur,4891863967,77510003,2020,2021,63.1126793660426
1181,2020-2021,Jharkhand,Palamu,10183564240,7734939,2020,2021,1316.5668455821049
1182,2020-2021,Jharkhand,Ranchi,9377978952,11365760,2020,2021,825.1079516020046
1183,2020-2021,Jharkhand,Sahebganj,4950808220,3927973,2020,2021,1260.3977216747671
1184,2020-2021,Jharkhand,Saraikela Kharsawan,4068910441,4636755,2020,2021,877.5340601347278
1185,2020-2021,Jharkhand,Simdega,2840640541,1888677,2020,2021,1504.0372392950198
1186,2020-2021,Jharkhand,West Singhbhum,4599234734,4097199,2020,2021,1122.5314499002855
1187,2020-2021,Jharkhand,Khunti,1849231861,1440635,2020,2021,1283.622750384379
1188,2020-2021,Jharkhand,Ramgarh,1966554254,2195397,2020,2021,895.762476672784
1189,2020-2021,Odisha,Anugul,4753482138,3920167,2020,2021,1212.5713363741902
1190,2020-2021,Odisha,Balangir,12130146751,5019207,2020,2021,2416.7456634085825
1191,2020-2021,Odisha,Baleshwar,9433433445,5982031,2020,2021,1576.961644799233
1192,2020-2021,Odisha,Bargarh,8324718697,3803919,2020,2021,2188.4584548198845
1193,2020-2021,Odisha,Bhadrak,5985557395,3707113,2020,2021,1614.6142281068853
1194,2020-2021,Odisha,Boudh,3135343682,1302442,2020,2021,2407.280847822782
1195,2020-2021,Odisha,Cuttack,5559594250,7474801,2020,2021,743.7782290123844
1196,2020-2021,Odisha,Deogarh,1399371704,958908,2020,2021,1459.3388562823545
1197,2020-2021,Odisha,Dhenkanal,5856047062,4183326,2020,2021,1399.8543412586062
1198,2020-2021,Odisha,Gajapati,2465777600,1893873,2020,2021,1301.9762148781888
1199,2020-2021,Odisha,Ganjam,9599042986,10980962,2020,2021,874.1531922248706
1200,2020-2021,Odisha,Jagatsinghapur,2517632039,2767065,2020,2021,909.8564865660908
1201,2020-2021,Odisha,Jajapur,5282325738,4401767,2020,2021,1200.046648993461
1202,2020-2021,Odisha,Jharsuguda,1748108571,9400283,2020,2021,185.9633982296065
1203,2020-2021,Odisha,Kalahandi,9852472068,4359100,2020,2021,2260.207856667661
1204,2020-2021,Odisha,Kandhamal,3635337217,2712971,2020,2021,1339.9838100001807
1205,2020-2021,Odisha,Kendrapara,4458607390,3452616,2020,2021,1291.3707721912892
1206,2020-2021,Odisha,Kendujhar,8970807297,5852605,2020,2021,1532.7887832853917
1207,2020-2021,Odisha,Khordha,4317350345,8446271,2020,2021,511.1546083472813
1208,2020-2021,Odisha,Koraput,6479656942,4998362,2020,2021,1296.3560746500555
1209,2020-2021,Odisha,Malkangiri,2252911587,1722893,2020,2021,1307.6329098789072
1210,2020-2021,Odisha,Mayurbhanj,14495345503,7392172,2020,2021,1960.9047926644564
1211,2020-2021,Odisha,Nabarangpur,7694801205,3745822,2020,2021,2054.235680446108
1212,2020-2021,Odisha,Nayagarh,3293843316,2865377,2020,2021,1149.5322660857541
1213,2020-2021,Odisha,Nuapada,5576752221,2380545,2020,2021,2342.6367579692887
1214,2020-2021,Odisha,Puri,4700893863,4022979,2020,2021,1168.5106641123407
1215,2020-2021,Odisha,Rayagada,4705052297,3402152,2020,2021,1382.9635762893604
1216,2020-2021,Odisha,Sambalpur,3671646983,3329451,2020,2021,1102.7785010201383
1217,2020-2021,Odisha,Sonepur,3851099983,1963517,2020,2021,1961.327547966226
1218,2020-2021,Odisha,Sundargarh,8040207528,6947401,2020,2021,1157.2971717049297
1219,2020-2021,Chhattisgarh,Bastar,2645664781,1690845,2020,2021,1564.699769050386
1220,2020-2021,Chhattisgarh,Bilaspur,7690310597,96744916,2020,2021,79.49059149526782
1221,2020-2021,Chhattisgarh,Dantewada,911250567,9028585,2020,2021,100.92949969458115
1222,2020-2021,Chhattisgarh,Dhamtari,5203228238,3513632,2020,2021,1480.8688667452939
1223,2020-2021,Chhattisgarh,Durg,6177776030,6933927,2020,2021,890.9491014254982
1224,2020-2021,Chhattisgarh,Janjgir-Champa,6839330283,4484678,2020,2021,1525.0437786168818
1225,2020-2021,Chhattisgarh,Jashpur,3274126635,5641132,2020,2021,580.4024147990156
1226,2020-2021,Chhattisgarh,Kanker,3916634781,2114100,2020,2021,1852.625127004399
1227,2020-2021,Chhattisgarh,Kabirdham,4217020652,2824241,2020,2021,1493.1518422117658
1228,2020-2021,Chhattisgarh,Korba,3422458231,3296080,2020,2021,1038.3419792602122
1229,2020-2021,Chhattisgarh,Korea,2481126441,2020806,2020,2021,1227.7905157645018
1230,2020-2021,Chhattisgarh,Mahasamund,6097137077,3262855,2020,2021,1868.6509443416885
1231,2020-2021,Chhattisgarh,Raigarh,5899922245,3826311,2020,2021,1541.934841417752
1232,2020-2021,Chhattisgarh,Raipur,6923519117,7968609,2020,2021,868.8491450640884
1233,2020-2021,Chhattisgarh,Rajnandgaon,8255927308,5784838,2020,2021,1427.166552978666
1234,2020-2021,Chhattisgarh,Surguja,3585802848,2237855,2020,2021,1602.3392257317832
1235,2020-2021,Chhattisgarh,Bijapur,402272110,243839,2020,2021,1649.7447496093735
1236,2020-2021,Chhattisgarh,Narayanpur,275014562,176905,2020,2021,1554.5889714818688
1237,2020-2021,Chhattisgarh,Sukma,475956192,310765,2020,2021,1531.5630524672983
1238,2020-2021,Chhattisgarh,Kondagaon,1656653713,695609,2020,2021,2381.587519712942
1239,2020-2021,Chhattisgarh,Baloda Bazar,3914791086,1769028,2020,2021,2212.961629776352
1240,2020-2021,Chhattisgarh,Gariyaband,2253081598,1039099,2020,2021,2168.30311452518
1241,2020-2021,Chhattisgarh,Balod,2827626928,1327904,2020,2021,2129.391076463359
1242,2020-2021,Chhattisgarh,Mungeli,2209725457,1114266,2020,2021,1983.122034594971
1243,2020-2021,Chhattisgarh,Surajpur,2183128779,829209,2020,2021,2632.78471290109
1244,2020-2021,Chhattisgarh,Balrampur,1810879983,63474618,2020,2021,28.52919860029721
1245,2020-2021,Chhattisgarh,Bemetara,3278626983,1013553,2020,2021,3234.7859293001943
1246,2020-2021,Chhattisgarh,Gaurella Pendra Marwahi,115585820,144193,2020,2021,801.6049322782659
1247,2020-2021,Chhattisgarh,Khairgarh Chhuikhadan Gandai,838120238,112055,2020,2021,7479.543420641649
1248,2020-2021,Chhattisgarh,Manendragarh Chirimiri Bharatpur,121246186,47126,2020,2021,2572.808767983703
1249,2020-2021,Chhattisgarh,Mohla Manpur Ambagarh Chouki,435033486,84157,2020,2021,5169.308387894055
1250,2020-2021,Chhattisgarh,Sakti,601066600,144504,2020,2021,4159.51530753474
1251,2020-2021,Chhattisgarh,Sarangarh Bilaigarh,766937352,109456,2020,2021,7006.809603859085
1252,2020-2021,Madhya Pradesh,Anuppur,5221202460,4524813,2020,2021,1153.904583460134
1253,2020-2021,Madhya Pradesh,Ashoknagar,5291281802,3958282,2020,2021,1336.7622119899493
1254,2020-2021,Madhya Pradesh,Balaghat,12049706857,9519701,2020,2021,1265.7652647914047
1255,2020-2021,Madhya Pradesh,Barwani,8007855275,6048745,2020,2021,1323.8870666559758
1256,2020-2021,Madhya Pradesh,Betul,9709055741,7429984,2020,2021,1306.7397912296985
1257,2020-2021,Madhya Pradesh,Bhind,6215929323,5050290,2020,2021,1230.806413691095
1258,2020-2021,Madhya Pradesh,Bhopal,9385697549,9144340,2020,2021,1026.394201112382
1259,2020-2021,Madhya Pradesh,Burhanpur,4151235383,3768955,2020,2021,1101.4287469603644
1260,2020-2021,Madhya Pradesh,Chhatarpur,9306062678,7065308,2020,2021,1317.1489024965365
1261,2020-2021,Madhya Pradesh,Chhindwara,13288793246,10306650,2020,2021,1289.3416625188593
1262,2020-2021,Madhya Pradesh,Damoh,8405225141,7447076,2020,2021,1128.6611202839879
1263,2020-2021,Madhya Pradesh,Datia,3953714169,2994497,2020,2021,1320.3266421706217
1264,2020-2021,Madhya Pradesh,Dewas,9076740735,7076722,2020,2021,1282.619373065665
1265,2020-2021,Madhya Pradesh,Dhar,15332553951,12777059,2020,2021,1200.0065078356452
1266,2020-2021,Madhya Pradesh,Dindori,6904903131,5438543,2020,2021,1269.6237082247947
1267,2020-2021,Madhya Pradesh,East Nimar,7690853501,6666017,2020,2021,1153.74045715755
1268,2020-2021,Madhya Pradesh,Guna,8171605586,6117375,2020,2021,1335.802625472527
1269,2020-2021,Madhya Pradesh,Gwalior,7400492144,7413819,2020,2021,998.2024303533711
1270,2020-2021,Madhya Pradesh,Harda,3581579150,2246173,2020,2021,1594.5250655225577
1271,2020-2021,Madhya Pradesh,Hoshangabad,7848031052,5173895,2020,2021,1516.8516276422308
1272,2020-2021,Madhya Pradesh,Indore,11002668070,14964392,2020,2021,735.2566058146566
1273,2020-2021,Madhya Pradesh,Jabalpur,11386894274,8910169,2020,2021,1277.9661389138635
1274,2020-2021,Madhya Pradesh,Jhabua,7922459304,6318597,2020,2021,1253.8320301168123
1275,2020-2021,Madhya Pradesh,Katni,8138463290,7054312,2020,2021,1153.6863254701523
1276,2020-2021,Madhya Pradesh,Khargone,11456103555,8680649,2020,2021,1319.7289229180906
1277,2020-2021,Madhya Pradesh,Mandla,8545717780,6898763,2020,2021,1238.7318972981097
1278,2020-2021,Madhya Pradesh,Mandsaur,7572733902,7455252,2020,2021,1015.758273764589
1279,2020-2021,Madhya Pradesh,Morena,9201127899,8120112,2020,2021,1133.1282005716178
1280,2020-2021,Madhya Pradesh,Narsinghpur,7053812456,5493040,2020,2021,1284.1363718450984
1281,2020-2021,Madhya Pradesh,Neemuch,4143903205,4452800,2020,2021,930.6286392831477
1282,2020-2021,Madhya Pradesh,Panna,6824469479,4840170,2020,2021,1409.9648316071543
1283,2020-2021,Madhya Pradesh,Raisen,9757647031,6175894,2020,2021,1579.9570120536396
1284,2020-2021,Madhya Pradesh,Rajgarh,11415378452,8471960,2020,2021,1347.4306361219835
1285,2020-2021,Madhya Pradesh,Ratlam,8895129801,7378275,2020,2021,1205.5839340496254
1286,2020-2021,Madhya Pradesh,Rewa,11070482457,9930973,2020,2021,1114.7429820824202
1287,2020-2021,Madhya Pradesh,Sagar,12414104208,11180323,2020,2021,1110.352912702075
1288,2020-2021,Madhya Pradesh,Satna,11410681702,10825246,2020,2021,1054.0805910553904
1289,2020-2021,Madhya Pradesh,Sehore,7876715803,4992449,2020,2021,1577.7258421668403
1290,2020-2021,Madhya Pradesh,Seoni,11415169830,8136656,2020,2021,1402.9313553381144
1291,2020-2021,Madhya Pradesh,Shahdol,6362006553,6044993,2020,2021,1052.442335830662
1292,2020-2021,Madhya Pradesh,Shajapur,5473275849,4125185,2020,2021,1326.7952465162168
1293,2020-2021,Madhya Pradesh,Sheopur,4116309238,3281806,2020,2021,1254.2817089127145
1294,2020-2021,Madhya Pradesh,Shivpuri,8811946763,7245351,2020,2021,1216.2208239462796
1295,2020-2021,Madhya Pradesh,Sidhi,6585092983,5540539,2020,2021,1188.5293078886368
1296,2020-2021,Madhya Pradesh,Tikamgarh,7483394982,6472013,2020,2021,1156.2700788765412
1297,2020-2021,Madhya Pradesh,Ujjain,9918446017,8591977,2020,2021,1154.3846098517256
1298,2020-2021,Madhya Pradesh,Umaria,4405452861,3185441,2020,2021,1382.9962196757058
1299,2020-2021,Madhya Pradesh,Vidisha,9642429048,6565224,2020,2021,1468.7128798651806
1300,2020-2021,Madhya Pradesh,Singrauli,5575420746,5290937,2020,2021,1053.7681219791505
1301,2020-2021,Madhya Pradesh,Alirajpur,3945683235,2426527,2020,2021,1626.0619539778456
1302,2020-2021,Madhya Pradesh,Agar Malwa,2963284293,2578395,2020,2021,1149.2747592979354
1303,2020-2021,Madhya Pradesh,Niwari,149080367,468058,2020,2021,318.50831948177364
1304,2020-2021,Gujarat,Ahmadabad,16912383835,17475550,2020,2021,967.7740520326971
1305,2020-2021,Gujarat,Amreli,6236544975,32012427,2020,2021,194.81637474721927
1306,2020-2021,Gujarat,Anand,7742040501,6176260,2020,2021,1253.5159628966396
1307,2020-2021,Gujarat,Banas Kantha,12233812549,9443019,2020,2021,1295.5403932788868
1308,2020-2021,Gujarat,Bharuch,5664281216,5886346,2020,2021,962.2745954790969
1309,2020-2021,Gujarat,Bhavnagar,7946533975,6247645,2020,2021,1271.9246972259148
1310,2020-2021,Gujarat,Dang,956750732,828318,2020,2021,1155.0524460412546
1311,2020-2021,Gujarat,Dohad,11498601059,7425074,2020,2021,1548.6177052242174
1312,2020-2021,Gujarat,Gandhinagar,6002975104,4956371,2020,2021,1211.1633903111772
1313,2020-2021,Gujarat,Jamnagar,5126018471,4223693,2020,2021,1213.63424638107
1314,2020-2021,Gujarat,Junagadh,5386723225,3696891,2020,2021,1457.0954959180565
1315,2020-2021,Gujarat,Kachchh,6646845938,4915611,2020,2021,1352.1912002394006
1316,2020-2021,Gujarat,Kheda,7760326091,5862444,2020,2021,1323.7356452360143
1317,2020-2021,Gujarat,Mahesana,7347353344,6594896,2020,2021,1114.0969234389747
1318,2020-2021,Gujarat,Narmada,2796913464,3211749,2020,2021,870.8381209116902
1319,2020-2021,Gujarat,Navsari,3968724286,3554486,2020,2021,1116.5395744982538
1320,2020-2021,Gujarat,Panch Mahals,6952546515,5099545,2020,2021,1363.3660483435287
1321,2020-2021,Gujarat,Patan,4921416762,4134693,2020,2021,1190.273803157816
1322,2020-2021,Gujarat,Porbandar,1768352263,1522917,2020,2021,1161.1612865310453
1323,2020-2021,Gujarat,Rajkot,10763806466,6281291,2020,2021,1713.6296449249048
1324,2020-2021,Gujarat,Sabar Kantha,6189878682,4656463,2020,2021,1329.309109081292
1325,2020-2021,Gujarat,Surat,15981730561,10542710,2020,2021,1515.9034594520763
1326,2020-2021,Gujarat,Surendranagar,6666724678,4737033,2020,2021,1407.3629375180624
1327,2020-2021,Gujarat,Vadodara,9356395029,10615478,2020,2021,881.3917780245034
1328,2020-2021,Gujarat,Valsad,4919491299,6011821,2020,2021,818.3030231605366
1329,2020-2021,Gujarat,Tapi,3244081186,2859888,2020,2021,1134.3385426282427
1330,2020-2021,Gujarat,Chhotaudepur,3618650707,2417428,2020,2021,1496.9011308713227
1331,2020-2021,Gujarat,Mahisagar,3254187071,3021161,2020,2021,1077.131298530598
1332,2020-2021,Gujarat,Arvalli,4162041214,3534794,2020,2021,1177.4494394864312
1333,2020-2021,Gujarat,Morbi,3929830436,2389825,2020,2021,1644.4009230801419
1334,2020-2021,Gujarat,Devbhumi Dwarka,2241930724,2088777,2020,2021,1073.3221995454755
1335,2020-2021,Gujarat,Gir Somnath,3570007243,2942690,2020,2021,1213.1781611382783
1336,2020-2021,Gujarat,Botad,2909453148,2264930,2020,2021,1284.5664757851237
1337,2020-2021,Maharashtra,Ahmednagar,21823719511,16235486,2020,2021,1344.198720691207
1338,2020-2021,Maharashtra,Akola,7787760554,7733984,2020,2021,1006.9532797068109
1339,2020-2021,Maharashtra,Amravati,15124091386,13481799,2020,2021,1121.8155222459554
1340,2020-2021,Maharashtra,Aurangabad,15308534009,15332590,2020,2021,998.4310549620122
1341,2020-2021,Maharashtra,Beed,11927094628,9584329,2020,2021,1244.4371043606704
1342,2020-2021,Maharashtra,Bhandara,8460500012,7116714,2020,2021,1188.8211345854281
1343,2020-2021,Maharashtra,Buldhana,10828112355,9839833,2020,2021,1100.4365983650332
1344,2020-2021,Maharashtra,Chandrapur,10916817118,11686430,2020,2021,934.1447403526996
1345,2020-2021,Maharashtra,Dhule,8885688579,6911179,2020,2021,1285.6979364881158
1346,2020-2021,Maharashtra,Gadchiroli,6389093398,5650242,2020,2021,1130.764558049018
1347,2020-2021,Maharashtra,Gondia,11273007549,6972155,2020,2021,1616.8612931009136
1348,2020-2021,Maharashtra,Hingoli,5705832747,4332257,2020,2021,1317.057770810919
1349,2020-2021,Maharashtra,Jalgaon,18051896153,13060014,2020,2021,1382.2264013652666
1350,2020-2021,Maharashtra,Jalna,10679589347,8264759,2020,2021,1292.1840004046096
1351,2020-2021,Maharashtra,Kolhapur,16043824771,13466851,2020,2021,1191.3568191257184
1352,2020-2021,Maharashtra,Latur,9682214370,9812546,2020,2021,986.7178579341182
1353,2020-2021,Maharashtra,Mumbai,6577928458,25589618,2020,2021,257.0545780714663
1354,2020-2021,Maharashtra,Mumbai Suburban,24501018664,57408672,2020,2021,426.78253668714024
1355,2020-2021,Maharashtra,Nagpur,17322483312,25173786,2020,2021,688.1159358389715
1356,2020-2021,Maharashtra,Nanded,15138361582,12607411,2020,2021,1200.7510171596691
1357,2020-2021,Maharashtra,Nandurbar,9580262582,5823231,2020,2021,1645.179897895172
1358,2020-2021,Maharashtra,Nashik,23571273510,18093812,2020,2021,1302.7256782595066
1359,2020-2021,Maharashtra,Osmanabad,7453127979,6726917,2020,2021,1107.9559891998074
1360,2020-2021,Maharashtra,Parbhani,8661563379,6413088,2020,2021,1350.6072860687395
1361,2020-2021,Maharashtra,Pune,31621301031,37462548,2020,2021,844.077691431987
1362,2020-2021,Maharashtra,Raigad,8655820963,9623727,2020,2021,899.4250317990109
1363,2020-2021,Maharashtra,Ratnagiri,5638696363,5784722,2020,2021,974.7566716257064
1364,2020-2021,Maharashtra,Sangli,12364116206,9361662,2020,2021,1320.7180739915625
1365,2020-2021,Maharashtra,Satara,12053205896,10079244,2020,2021,1195.8442414927151
1366,2020-2021,Maharashtra,Sindhudurg,3531574610,3385159,2020,2021,1043.252210605174
1367,2020-2021,Maharashtra,Solapur,16901424643,15461515,2020,2021,1093.1286256877156
1368,2020-2021,Maharashtra,Thane,12108028510,14435273,2020,2021,838.7807081999765
1369,2020-2021,Maharashtra,Wardha,7071463921,7082339,2020,2021,998.4644791784183
1370,2020-2021,Maharashtra,Washim,5642188006,5491104,2020,2021,1027.5143224386206
1371,2020-2021,Maharashtra,Yavatmal,12959614931,12450504,2020,2021,1040.890788919067
1372,2020-2021,Maharashtra,Palghar,7462333836,7587367,2020,2021,983.5208756871784
1373,2020-2021,Andhra Pradesh,Anantapur,20305975611,25635428,2020,2021,792.1059718995134
1374,2020-2021,Andhra Pradesh,Chittoor,18460351979,27200499,2020,2021,678.6769602645893
1375,2020-2021,Andhra Pradesh,Y.S.R.,13114834265,17610179,2020,2021,744.7303213101923
1376,2020-2021,Andhra Pradesh,East Godavari,22005436139,32631385,2020,2021,674.3641478594917
1377,2020-2021,Andhra Pradesh,Guntur,23315151915,28430971,2020,2021,820.0617529031985
1378,2020-2021,Andhra Pradesh,Krishna,19513211686,27669241,2020,2021,705.2311874402337
1379,2020-2021,Andhra Pradesh,Kurnool,21879016342,23066167,2020,2021,948.5328161371588
1380,2020-2021,Andhra Pradesh,Spsr Nellore,14324671349,19786324,2020,2021,723.9682999732543
1381,2020-2021,Andhra Pradesh,Prakasam,17621026652,21903116,2020,2021,804.4986225704142
1382,2020-2021,Andhra Pradesh,Srikakulam,13519162102,18770996,2020,2021,720.2154910693072
1383,2020-2021,Andhra Pradesh,Visakhapatanam,18041918166,30571954,2020,2021,590.1460589009129
